PB1;9400;Assen;Netherlands
PB2;9401;Assen;Netherlands
PB3;9402;Assen;Netherlands
PB4;9403;Assen;Netherlands
PB5;9404;Assen;Netherlands
PB6;9405;Assen;Netherlands
PB7;9406;Assen;Netherlands
PB8;9407;Assen;Netherlands
PB9;9408;Assen;Netherlands
PB10;9409;Loon;Netherlands
PB11;9486;Rhee;Netherlands
PB12;9487;Ter Aard;Netherlands
PB13;9492;Ubbena;Netherlands
PB14;7740;Coevorden;Netherlands
PB15;7741;Coevorden;Netherlands
PB16;7742;Coevorden;Netherlands
PB17;7750;Dalen;Netherlands
PB18;7751;Dalen;Netherlands
PB19;7753;Dalerpeel;Netherlands
PB20;7754;Wachtum;Netherlands
PB21;7755;Dalerveen;Netherlands
PB22;7756;Stieltjeskanaal;Netherlands
PB23;7840;Sleen;Netherlands
PB24;7841;Sleen;Netherlands
PB25;7842;Diphoorn;Netherlands
PB26;7843;Erm;Netherlands
PB27;7845;Holsloot;Netherlands
PB28;7846;Noord-Sleen;Netherlands
PB29;7847;'t Haantje;Netherlands
PB30;7848;Schoonoord;Netherlands
PB31;7849;De Kiel;Netherlands
PB32;7851;Zweeloo;Netherlands
PB33;7852;Wezup;Netherlands
PB34;7853;Wezuperbrug;Netherlands
PB35;7854;Aalden;Netherlands
PB36;7855;Meppen;Netherlands
PB37;7856;Benneveld;Netherlands
PB38;7860;Oosterhesselen;Netherlands
PB39;7861;Oosterhesselen;Netherlands
PB40;7863;Gees;Netherlands
PB41;7864;Zwinderen;Netherlands
PB42;7917;Geesbrug;Netherlands
PB43;7760;Schoonebeek;Netherlands
PB44;7761;Schoonebeek;Netherlands
PB45;7764;Zandpol;Netherlands
PB46;7765;Weiteveen;Netherlands
PB47;7766;Nieuw-Schoonebeek;Netherlands
PB48;7800;Emmen;Netherlands
PB49;7801;Emmen;Netherlands
PB50;7802;Emmen;Netherlands
PB51;7803;Emmen;Netherlands
PB52;7804;Emmen;Netherlands
PB53;7805;Emmen;Netherlands
PB54;7806;Emmen;Netherlands
PB55;7807;Emmen;Netherlands
PB56;7808;Emmen;Netherlands
PB57;7809;Emmen;Netherlands
PB58;7810;Emmen;Netherlands
PB59;7811;Emmen;Netherlands
PB60;7812;Emmen;Netherlands
PB61;7813;Emmen;Netherlands
PB62;7814;Emmen;Netherlands
PB63;7815;Emmen;Netherlands
PB64;7816;Emmen;Netherlands
PB65;7817;Emmen;Netherlands
PB66;7818;Emmen;Netherlands
PB67;7819;Emmen;Netherlands
PB68;7820;Emmen;Netherlands
PB69;7821;Emmen;Netherlands
PB70;7822;Emmen;Netherlands
PB71;7823;Emmen;Netherlands
PB72;7824;Emmen;Netherlands
PB73;7825;Emmen;Netherlands
PB74;7826;Emmen;Netherlands
PB75;7827;Emmen;Netherlands
PB76;7828;Emmen;Netherlands
PB77;7830;Nieuw-Weerdinge;Netherlands
PB78;7831;Nieuw-Weerdinge;Netherlands
PB79;7833;Nieuw-Amsterdam;Netherlands
PB80;7844;Veenoord;Netherlands
PB81;7880;Emmer-Compascuum;Netherlands
PB82;7881;Emmer-Compascuum;Netherlands
PB83;7884;Barger-Compascuum;Netherlands
PB84;7885;Nieuw-Dordrecht;Netherlands
PB85;7887;Erica;Netherlands
PB86;7889;Klazienaveen-Noord;Netherlands
PB87;7890;Klazienaveen;Netherlands
PB88;7891;Klazienaveen;Netherlands
PB89;7892;Klazienaveen;Netherlands
PB90;7894;Zwartemeer;Netherlands
PB91;7895;Roswinkel;Netherlands
PB92;7900;Hoogeveen;Netherlands
PB93;7901;Hoogeveen;Netherlands
PB94;7902;Hoogeveen;Netherlands
PB95;7903;Hoogeveen;Netherlands
PB96;7904;Hoogeveen;Netherlands
PB97;7905;Hoogeveen;Netherlands
PB98;7906;Hoogeveen;Netherlands
PB99;7907;Hoogeveen;Netherlands
PB100;7908;Hoogeveen;Netherlands
PB101;7909;Hoogeveen;Netherlands
PB102;7911;Nieuweroord;Netherlands
PB103;7912;Nieuweroord;Netherlands
PB104;7913;Hollandscheveld;Netherlands
PB105;7914;Noordscheschut;Netherlands
PB106;7916;Elim;Netherlands
PB107;7918;Nieuwlande (Drenthe) (gemeente Hoogeveen);Netherlands
PB108;7931;Fluitenberg;Netherlands
PB109;7933;Pesse;Netherlands
PB110;7934;Stuifzand;Netherlands
PB111;7936;Tiendeveen;Netherlands
PB112;7940;Meppel;Netherlands
PB113;7941;Meppel;Netherlands
PB114;7942;Meppel;Netherlands
PB115;7943;Meppel;Netherlands
PB116;7944;Meppel;Netherlands
PB117;7948;Nijeveen;Netherlands
PB118;7949;Rogat;Netherlands
PB119;7966;De Schiphorst;Netherlands
PB120;9443;Schoonloo;Netherlands
PB121;9444;Grolloo;Netherlands
PB122;9445;Vredenheim;Netherlands
PB123;9446;Amen;Netherlands
PB124;9447;Papenvoort;Netherlands
PB125;9448;Marwijksoord;Netherlands
PB126;9449;Nooitgedacht (Aa en Hunze);Netherlands
PB127;9450;Rolde;Netherlands
PB128;9451;Rolde;Netherlands
