ES1;1001;Vitoria-Gasteiz;Spain;
ES2;1002;Vitoria-Gasteiz;Spain;
ES3;1003;Vitoria-Gasteiz;Spain;
ES4;1004;Vitoria-Gasteiz;Spain;
ES5;1005;Vitoria-Gasteiz;Spain;
ES6;1006;Vitoria-Gasteiz;Spain;
ES7;1007;Armentia;Spain;
ES8;1007;Vitoria-Gasteiz;Spain;
ES9;1008;Vitoria-Gasteiz;Spain;
ES10;1009;Vitoria-Gasteiz;Spain;
ES11;1010;Ali;Spain;
ES12;1010;Ehari;Spain;
ES13;1010;Vitoria-Gasteiz;Spain;
ES14;1012;Vitoria-Gasteiz;Spain;
ES15;1013;Abetxuko;Spain;
ES16;1013;Betoño;Spain;
ES17;1013;Arriaga;Spain;
ES18;1013;Vitoria-Gasteiz;Spain;
ES19;1013;Gamarra Nagusia;Spain;
ES20;1013;Gamarra Mayor;Spain;
ES21;1015;Vitoria-Gasteiz;Spain;
ES22;1070;Vitoria-Gasteiz;Spain;
ES23;1071;Vitoria-Gasteiz;Spain;
ES24;1080;Vitoria-Gasteiz;Spain;
ES25;1110;Santa Cruz De Campezo-Santikurutze Kanpezu;Spain;
ES26;1110;Campezo;Spain;
ES27;1110;Kanpezu;Spain;
ES28;1117;Done Bikendi Harana;Spain;
ES29;1117;Harana;Spain;
ES30;1117;Alda;Spain;
ES31;1117;Kontrasta;Spain;
ES32;1117;Uribarri-Harana;Spain;
ES33;1117;Oteo;Spain;
ES34;1117;San Vicente De Arana;Spain;
ES35;1117;Orbiso;Spain;
ES36;1117;Ullibarri-Arana;Spain;
ES37;1117;Valle De Arana;Spain;
ES38;1118;Bernedo;Spain;
ES39;1118;Angostina;Spain;
ES40;1118;Navarrete;Spain;
ES41;1118;Urturi;Spain;
ES42;1118;Lagran;Spain;
ES43;1118;Villafria;Spain;
ES44;1118;Villaverde;Spain;
ES45;1120;Maestu;Spain;
ES46;1120;Arraia-Maeztu;Spain;
ES47;1128;Kintana;Spain;
ES48;1128;San Roman De Campezo;Spain;
ES49;1128;Durruma Kanpezu;Spain;
ES50;1128;Antoñana;Spain;
ES51;1128;Bujanda;Spain;
ES52;1128;Atauri;Spain;
ES53;1128;Berrozi;Spain;
ES54;1128;Azazeta;Spain;
ES55;1129;Cicujano;Spain;
ES56;1129;Virgala Mayor;Spain;
ES57;1129;Birgara Goien;Spain;
ES58;1129;Arenaza;Spain;
ES59;1129;Elortza;Spain;
ES60;1129;Roitegui;Spain;
ES61;1129;Erroitegi;Spain;
ES62;1129;Areatza;Spain;
ES63;1129;Erroeta;Spain;
ES64;1129;Virgala Menor;Spain;
ES65;1129;Birgara Barren;Spain;
ES66;1129;Apellaniz;Spain;
ES67;1129;Musitu;Spain;
ES68;1129;Onraita;Spain;
ES69;1129;Ibisate;Spain;
ES70;1129;Apinaniz;Spain;
ES71;1129;Leorza;Spain;
ES72;1129;Zekuiano;Spain;
ES73;1129;Korres;Spain;
ES74;1129;Aletxa;Spain;
ES75;1129;Sabando;Spain;
ES76;1130;Murguia;Spain;
ES77;1130;Zuia;Spain;
ES78;1138;Okoizta;Spain;
ES79;1138;Apodaka;Spain;
ES80;1138;Larrinoa;Spain;
ES81;1138;Ondategi;Spain;
ES82;1138;Letona;Spain;
ES83;1138;Acosta;Spain;
ES84;1138;Murua;Spain;
ES85;1138;Zaitegi;Spain;
ES86;1138;Manurga;Spain;
ES87;1138;Olano;Spain;
ES88;1138;Gopegi;Spain;
ES89;1138;Zigoitia;Spain;
ES90;1138;Berrikano;Spain;
ES91;1138;Zestafe;Spain;
ES92;1138;Etxaguen (Zigoitia);Spain;
ES93;1138;Eribe;Spain;
ES94;1138;Buruaga;Spain;
ES95;1139;Aperregi;Spain;
ES96;1139;Domaikia;Spain;
ES97;1139;Zarate;Spain;
ES98;1139;Bitoriano;Spain;
ES99;1139;Ametzaga (Zuia);Spain;
ES100;1139;Markina;Spain;
ES101;1139;Sarria;Spain;
ES102;1139;Guillerna;Spain;
ES103;1139;Altube;Spain;
ES104;1139;Gilierna;Spain;
ES105;1139;Jugo;Spain;
ES106;1139;Lukiano;Spain;
ES107;1160;Ibarra;Spain;
ES108;1165;Olaeta;Spain;
ES109;1169;Untzilla;Spain;
ES110;1169;Gantzaga;Spain;
ES111;1169;Azkoaga;Spain;
ES112;1169;Etxaguen (Aramaio);Spain;
ES113;1169;Uribarri;Spain;
ES114;1169;Barajuen;Spain;
ES115;1169;Arexola;Spain;
ES116;1169;Aramaio;Spain;
ES117;1170;Goiain;Spain;
ES118;1170;Urrunaga;Spain;
ES119;1170;Nafarrete;Spain;
ES120;1170;Elosu;Spain;
ES121;1170;Legutiano;Spain;
ES122;1171;Poligono Industrial Goiain;Spain;
ES123;1191;Hueto Arriba;Spain;
ES124;1191;Estarrona;Spain;
ES125;1191;Gobeo;Spain;
ES126;1191;Astegieta;Spain;
ES127;1191;Mendoza;Spain;
ES128;1191;Oto Barren;Spain;
ES129;1191;Martioda;Spain;
ES130;1191;Trespuentes;Spain;
ES131;1191;Hueto Abajo;Spain;
